Colegio,lat,lon
divina pastora/ la florida,-33.5458318,-70.5896368
antimanque/ peñaflor,-33.6095228,-70.9027011
instituto aleman/ puerto montt,-41.470425,-72.9327799
los alpes/ maipu,-33.56506,-70.7816039
liceo octavio palma perez/ arica,-18.4739585,-70.3084812
san marcos/ macul,-33.4916495,-70.5861915
cordillera / puente alto,-33.5819581,-70.5725668
liceo bicentenario altos del mackay/ coyhaique,-45.5883029,-72.1009621
saint charles college/ la florida,-33.5349847,-70.5985849
quillota terranova/ quillota,-32.862999,-71.2379686
san antonio/ santiago,-33.4387776,-70.6482554
n° 1 de ñuñoa,-33.4644007,-70.6249277
san gabriel/ coquimbo,-29.962051,-71.3393001
alto del maipo/ isla de maipo,-33.7437431,-70.8627397
escuela basica palmares oriente/ quilicura,,
instituto san martin/ curico,-34.9888533,-71.2389072
santa catalina laboure/ la reina,-33.4495302,-70.5701766
curimon/ san felipe,-32.7860524,-70.6842487
complejo educ. juan jose latorre b./ mejillones,,
presidente alessandri/ independencia,-33.4178162,-70.6774496
parroquial san miguel/ san miguel,-33.4868814,-70.649754
san ignacio/ talca,-35.422216,-71.6706877
liceo salesiano manuel arriaran/ la cisterna,,
liceo santa marta/ talca,-35.432536,-71.6450978
santa maria reina/ la reina,-33.4517412,-70.5507042
liceo eugenio maria de hostos/ la reina,,
cordillera/ molina,-35.1145164,-71.2805077
curacavi college / curacavi,-33.4067734,-71.1283142
nuestra señora de la merced/ melipilla,-33.6867112,-71.2164076
francisco encina/ ñuñoa,-33.4637602,-70.6004458
itahue/ chiguayante,-36.8755052,-73.0325132
liceo tecnico profesional la araucana/ concepcion,-36.8037878,-73.0297676
liceo bicentenario de excelencia nacional/ cerro navia,,
liceo republica de grecia/ talagante,-33.6639223,-70.9237144
ingles/ iquique,-20.2227261,-70.1510855
san juan de las condes/ las condes,-33.4296147,-70.5838096
alcantara de la florida,-33.5219981,-70.5861619
fundadores / calera,-32.7934586,-71.2050154
aleman de valparaiso/ viña del mar,-33.0380549,-71.5248955
inmaculada concepcion/ concepcion,-36.7446164,-72.4777377
parroquial santa rosa de lo barnechea/ lo barnechea,-33.3618809,-70.5039109
carolina llona de cuevas/ maipu,,
rauquen/ curico,-34.9627043,-71.2010385
san francisco de asis/ san bernardo,-34.398058,-71.9923057
chile/ san miguel,-33.4796656,-70.6689252
latinoamericano/ la florida,,
liceo capitan ignacio carrera pinto/ colbun,,
germania del verbo divino/ puerto varas,-41.3209672,-72.987934
precursor francisco de miranda/ quillota,-32.8781276,-71.2550382
liceo politecnico cesareo aguirre g./ calama,,
concepcion san pedro/ san pedro de la paz,-36.849326,-73.1322641
maria inmaculada/ concepcion,-20.2118769,-70.1498458
instituto humanidades san francisco de asis/lota,,
liceo camilo henriquez/ temuco,-38.7323505,-72.6223899
quimahue/ rancagua,-34.1370061,-70.7342652
real de caren/ machali,-34.1686121,-70.6500738
arturo perez canto/ recoleta,-33.4018924,-70.6295286
buin/ buin,-33.7323649,-70.7284333
esc basica part emilia gonzalez espinoza/ san bernardo,,
jose agustin alfonso/ pedro aguirre cerda,-33.5030644,-70.6777054
madre de jesus/ padre hurtado,-33.5667245,-70.7861414
montessori/ san bernardo,-33.596602,-70.7043946
sofia infante hurtado/ maipu,-33.5256419,-70.7579145
liceo san francisco/ san ramon,-33.5441369,-70.6345558
liceo isaura dinator de guzman/ santiago,-33.4456162,-70.6789795
centro educacion mariano egana/ peñalolen,,
cardenal raul silva h./ viña del mar,,
maria auxiliadora/ los andes,-32.8322228,-70.6017635
ingles saint john/ rancagua,-34.1758792,-70.7231699
scuola italiana/ villa alemana,-33.0468956,-71.3749789
integral arturo prat/ talagante,-33.6613024,-70.9230444
liceo de machali,-34.1754914,-70.6600919
claudio arrau / doñihue,-34.2238934,-70.9623193
liceo teno/ teno,-34.8705939,-71.1656399
nahuelcura/ machali,-34.1738294,-70.6912606
liceo nuestra sra. de la paz/ viña del mar,-33.0015499,-71.5411509
polivalente saint orland nº 3/ cerro navia,,
people help people/ santo domingo,-33.6360443,-71.6145606
liceo bicentenario de talagante/ talagante,-33.6687968,-70.9425871
instituto america/ maipu,-33.5075037,-70.7647165
liceo comercial alejandro lubet v./ quilpue,-33.0451035,-71.4398514
francisco arriaran/ santiago,-33.4589927,-70.6487645
serena/ la serena,-29.902631,-71.2520253
liceo juan pablo ii de las condes,-33.4203622,-70.5361564
netlandschool/ antofagasta,,
san andres/ maipu,-23.6483162,-70.4001832
liceo andres bello/ san miguel,-33.4861966,-70.652894
teresa de los andes/ algarrobo,-33.3675912,-71.6596575
escuela basica fco. varela/ peñalolen,,
la cruz/ machali,-34.1627026,-70.6663371
liceo polivalente de tome-alto/ tome,-36.6013689,-72.9584096
hispano britanico/ iquique,-20.2656583,-70.1259024
centro educ. santa clara /la cisterna,,
melford college/ quilicura,-33.3616296,-70.728936
adventista/chillan,-36.5972537,-72.094876
liceo san pedro poveda/ maipu,-33.4956485,-70.7611252
los ceibos/ talagante,-33.6057405,-70.8766507
cristobal colon/ melipilla,-33.8873693,-71.4543449
san lorenzo/ copiapo,-27.364423,-70.3390284
liceo paul harris/ padre hurtado,-33.5629629,-70.7963754
san alberto/ machali,-34.1733965,-70.6900851
jose agustin gomez/ san felipe,-32.7464035,-70.7264294
hispano americano rio viejo/ chillan,-36.6308553,-72.0925419
san francisco de asis/ cholchol,-38.6050336,-72.8437381
instituto rafael ariztia/ quillota,-32.8833634,-71.2476448
san jose/ la serena,-29.8697992,-71.2436632
vichuquen/ curico,-34.765762,-72.0767709
liceo de cs. y hum. san jose maria escriva de b./ coquimbo,,
saint james school/ buin,-33.733176,-70.7549787
liceo abate molina/ talca,-35.4214901,-71.6586751
adventista/ la cisterna,-33.5368053,-70.6680736
polivalente geronimo de alderete/ pudahuel,-33.4581855,-70.7595343
albert einstein/ recoleta,-33.4054582,-70.6242996
colegio municipal de las condes/las condes,,
peumayen/ padre hurtado,-33.5840403,-70.831142
santa maria de la cordillera/ puente alto,-33.5809396,-70.5879362
centro educ. alberto hurtado/ quinta normal,,
terra australis/ pudahuel,-33.433381,-70.7731924
alianza austral / coyhaique,-45.5850736,-72.0776002
liceo benjamin vicuña mackenna/ la florida,-33.5219596,-70.5821898
c.e.i.a. josefina mendez e.i.r.l./ coyhaique,,
san ignacio college/ san bernardo,-33.6161914,-70.704285
colonial / pirque,-33.6302954,-70.5721625
polivalente lovaina/ la florida,-33.5640644,-70.5796316
escuela domingo ortiz de rozas/ casablanca,-33.3155995,-71.4030044
boston college san martin/ maipu,-33.5235321,-70.777625
esc. madre ana eugenia/ pudahuel,,
liceo alto jahuel/ buin,-33.7299894,-70.684509
alberto hurtado cruchaga/ doñihue,,
escuela bas. san jose de penalolen/ peñalolen,,
liceo politecnico/ talagante,-33.6649764,-70.9240686
colegio castilla y aragon/ viña del mar,-32.9945213,-71.514864
madre de la divina providencia/ macul,-33.4823777,-70.5980861
new heinrich high school/ ñuñoa,,
liceo tecnologico enrique kirberg / maipu,,
internacional sek del pacifico/ concon,,
alicante del sol/pte alto,-33.5956939,-70.5870873
san ignacio/ viña del mar,-33.002751,-71.504173
manquecura/ ñuñoa,-33.4525127,-70.5750848
san luis de las condes,-33.4305617,-70.5741041
paula jaraquemada/ quilicura,-33.3653994,-70.7396174
liahona cordillera/ la florida,-33.5439961,-70.5864116
colegio cabo de hornos/ colina,-33.2016541,-70.6604272
instituto comercial blas cañas/ santiago,-33.4454973,-70.6422965
san sebastian de melipilla,-33.6557174,-71.1503021
alonso de cordova/ renca,,
francisco de miranda/ quillota,-32.8793104,-71.2550175
confederacion suiza / la reina,-33.4589924,-70.5701687
miguel de cervantes/ la cisterna,-33.5439098,-70.6557652
santa maria/ la florida,-33.5195323,-70.5743051
santa isabel/ santiago,-33.4723657,-70.642503
pinares/ chiguayante,-36.9286597,-73.0163368
esc. raimapu tierra/ la florida,,
adventista/ buenaventura/ lo espejo,-33.5060056,-70.6949562
centro educacional de adultos rafael sotomayo/ la florida,,
complejo educ. brigida walker/ ñuñoa,,
santa gema galgani/ ñuñoa,-33.449028,-70.5997113
instituto camilo henriquez / villarrica,-39.2768387,-72.2359829
princess anne school/ la cisterna,-33.5210359,-70.660297
ecologico montessori/ calama,-22.4731426,-68.9372768
domingo santa maria/ puerto montt,-41.4708257,-72.9850379
instituto de tabancura/ providencia,,
liceo jose cortes brown/ viña del mar,-33.0220678,-71.5651096
ciudadela montessori/ las condes,-33.4133076,-70.5596068
liceo miguel de cervantes y saavedra/ santiago,-33.4436782,-70.6716473
centro ed mario bertero cevasco/ isla de maipo,,
el roble/ santo domingo,-33.6718497,-71.6017449
antilhue la florida,-33.5247098,-70.5709021
san carlos de quilicura,-33.3606182,-70.7106774
instituto politec. san miguel arcangel/ san miguel,,
liceo industrial benjamin franklin/ quinta normal,-33.4294594,-70.6970193
grace school/ pedro aguirre cerda,-33.5014168,-70.6871055
santa monica de melipilla,-33.6833321,-71.2167498
liceo santa teresita/ independencia,-35.4290409,-71.6609483
nuestra señora del carmen/ maipu,-33.5127014,-70.7685128
aleman/ puerto varas,-41.3273941,-73.0929922
chilean eagles college/ la cisterna,-33.5243691,-70.6504699
españa/ concepcion,-36.8189965,-73.0725175
dario salas/ talca,-35.4123999,-71.6573916
william kilpatrick/ las condes,-33.3942952,-70.5213523
escuela luis cruz martines/ quilicura,,
liceo de limache/ limache,-32.9853109,-71.2731703
valle del aconcagua/ quillota,-32.8298794,-71.0464094
instituto cristiano luis gandarillas/ maipu,,
antilen/rengo,-34.4020498,-70.8562215
jerusalen de lampa/ lampa,-33.2821039,-70.8768906
swedenborg college/ macul,-33.4921944,-70.5828864
agustiniano/ el bosque,-33.5699279,-70.680007
de maipo/ buin,-33.7079101,-70.749507
liceo insular / quinchao,-42.4704285,-73.4954377
liceo industrial eliodoro garcia zegers/ santiago,-33.4370714,-70.6629002
colegio the southland school/ vitacura,,
santa maria de cervellon /independencia,-33.4107718,-70.6583054
de adultos instituto nuevo bilbao/ providencia,,
montaner/ hualpen,-36.787292,-73.1104764
liceo nacional bicentenario de excelencia/ san bernardo,,
instituto santa marta/ curico,-34.9802986,-71.2361525
superior cambridge/ providencia,-33.4402009,-70.6307101
maria montessori/ los andes,-32.8318384,-70.6090466
liceo rosa ester alessandri/ independencia,-33.4098102,-70.6622619
andres bello / pampa,-29.9236448,-71.2544457
quimay/ las condes,-33.4259069,-70.5728333
escuela basica boston college de san bernardo/ san bernardo,,
santa ines/ san vicente,-34.477979,-71.1497301
liceo ignacio carrera pinto/ san vicente,-34.4415424,-71.0795146
liceo agustin ross edwards/ pichilemu,-34.390299,-72.0023973
colegio de maria/ talca,-35.4443288,-71.6965018
esc. industrial san vicente de paul/ santiago,,
santiago emprendedores/ san bernardo,-33.6195747,-70.682136
british high school/ las condes,-33.3891572,-70.5311186
nuevo horizonte/ puente alto,-33.5947548,-70.6018169
terraustral oeste/ maipu,,
rosita renard/ coronel,-37.0022319,-73.1644957
laico/ valdivia,-39.8272427,-73.2391411
master college/ san bernardo,-33.6021544,-70.7026651
charles de gaulle/ concepcion,-36.8307119,-73.0463268
inmaculada concepcion/san fernando,-34.5797226,-70.9891216
polivalente ingles/ la pintana,-33.6129703,-70.6372826
liceo esmeralda/ colina,-33.1844806,-70.6514807
escuela part. regina mundi/ macul,,
santiago/ quilicura,-33.3554273,-70.6955547
almenar de pirque,-33.6459884,-70.5879971
ecologico paine/paine,-33.8616365,-70.7526147
kimen montessori/ colina,-33.2581369,-70.719269
sagrado corazon de hospicio/ alto hospicio,-20.2794897,-70.0980968
claudio matte/ viña del mar,-33.0042627,-71.5001118
escuela del cariño kimeltuwe/ buin,-33.7406551,-70.7451428
liceo de aplicacion rector jorge e schne/ santiago,-33.4458341,-70.6669868
instituto regional de educacion/ rancagua,-34.1684705,-70.7357964
esc. de la industria grafica hector go/ san miguel,,
campvs college/ providencia,-33.4370773,-70.6148061
liceo jose miguel carrera/ santiago,-33.4491935,-70.6676968
latinoamericano de integracion/ providencia,-33.4401977,-70.6144265
altas cumbres / villarrica,-39.2827541,-72.223248
instituto humanidades alfredo silva/ concepcion,-36.8308433,-73.0449351
politecnico aleman albert einstein/ cerrillos,-33.497602,-70.7195495
liceo politecnico tomas marin de poveda/ rengo,-34.4096366,-70.861867
capellan pascal /viña del mar,-32.9944964,-71.5443204
monte de asis/ puente alto,-33.5846873,-70.5636726
bordemar/ valparaiso,-33.4966345,-71.6341874
instituto comercial eliodoro dominguez/ santiago,,
consolidada / puente alto,-33.6117703,-70.5710351
instituto corintio/ san bernardo,-33.59808,-70.7140869
apostol san pedro/ ñuñoa,-33.4543511,-70.609221
colegio la republica/ rancagua,-34.1772632,-70.7431295
liceo gabriela mistral/ cañete,-37.799757,-73.3985855
juan salvador college/ san javier,-35.5994357,-71.7170611
internado aleman/ villa alemana,-33.0497477,-71.3778231
instituto abdon cifuentes/ san felipe,-32.7534777,-70.7232225
isabel la catolica/ ñuñoa,-33.4476058,-70.6038491
etievan/ la reina,-33.4408734,-70.5287498
montessori pucalan/ colina,,
pierre teilhard de chardin/ la florida,,
liceo municipal oscar castro z./ rancagua,,
el pequeno mozart/ machali,,
liceo polivalente libertador gral jose de san martin/santiago,,
de los sagrados corazones padres franceses/ viña del mar,,
h. f. camilo henriquez/ quilpue,,
obispo alvear/ puente alto,-33.5888783,-70.5944127
miramar/ arica,-18.4948194,-70.3148868
hermano eugenio eyraud/ isla de pascua,-27.149442,-109.4227507
liceo indira gandhi/ la florida,-33.552686,-70.5899471
oratorio don bosco / santiago,-33.454527,-70.6414787
lo barnechea bicentenario/ lo barnechea,-33.3644171,-70.4988357
liceo federico heise marti/ parral,-36.1419855,-71.8209927
instituto tecnologico san mateo/ pudahuel,-33.4650086,-70.7416941
esc. patrona de lourdes/ peñaflor,,
alborada/ puente alto,-35.8009954,-71.5849075
escuela internacional de lideres/ maipu,,
instituto talagante/ talagante,-33.6997378,-70.9342913
liceo laura vicuña/ la cisterna,-33.5407294,-70.664383
navarra/ puente alto,-33.5620148,-70.5588136
c.e.i.a casa chaminade/ linares,,
tecnico profes. republica argentina/ ñuñoa,,
domus mater / valdivia,,
paul harris school/ el bosque,-33.575301,-70.6884803
instituto ciec/ viña del mar,-33.0174663,-71.543844
del alba/ coquimbo,-30.0270871,-70.5185762
escuela basica denham school/ san bernardo,,
colegio santa barbara college/ el bosque,-33.5750335,-70.6634271
instituto com. alberto valenzuela llanos/ san fernando,,
liceo de niñas/ concepcion,-36.8302101,-73.0508232
salesiano padre jose fernandez perez/ puerto montt,-41.4636522,-72.9635485
instituto industrial superior/ chillan,,
liceo domingo latrille l./ tocopilla,,
san gregorio de la salle/ la granja,-33.5365939,-70.6203944
dalcahue / las condes,-33.3987694,-70.5448667
pucara/ ovalle,-30.5923919,-71.202065
gabriela mistral/ quinta normal,-33.410866,-70.7100604
saint rose school/ santiago,-33.4563263,-70.6363997
santa maria/ ovalle,-30.5814641,-71.190866
manantial de san miguel,-33.5109507,-70.6636301
francisco de miranda/ peñalolen,-33.4671046,-70.5709917
aleman de san felipe/ panquehue,-32.7587411,-70.7513822
san viator/ ovalle,-30.6015848,-71.1902061
liceo san francisco/ vallenar,-28.5758867,-70.760853
san jose/ requinoa,-34.3186286,-70.8267975
santo domingo country school/ santo domingo,,
villa maria college/ machali,-34.1764656,-70.6947133
liceo experimental umag/ punta arenas,,
inmaculada concepcion/ puerto montt,-41.4672534,-72.9390104
san fracisco javier/ cerro navia,,
la concepcion/ la florida,-33.5245806,-70.5948035
colegio particular juan bosco/san pedro de la paz,,
padre alberto hurtado/ chillan,-36.6037956,-72.0815565
aquelarre / teno,-34.8814213,-71.1598687
liceo juan cortes-monroy cortes/ taltal,-25.4070325,-70.4845286
sebastian elcano/ san bernardo,-33.6075733,-70.697554
vedruna/ san felipe,-32.7606068,-70.720237
santo tomas/ curico,-34.9847645,-71.2410918
liceo osorno college/ osorno,,
san joaquin/ renca,-33.3994343,-70.7283648
rafael sanhueza lizardi/ recoleta,-33.4280083,-70.6446679
liceo tecnico felisa tolup z./ san fernando,,
mauricio rugendas/ la florida,-33.527003,-70.5996658
colegio san jorge/ laja,-37.2823912,-72.7085552
santa bernardita/ talcahuano,-36.749457,-73.0932539
esc. santa cruz/ mariquina,,
esc. de administracion y comercio humanista/ curico,,
san nicolas de maipu,-33.5019226,-70.7422491
altazor/ concon,-32.9241723,-71.5195378
bicentenario cordillera de san felipe/ san felipe,,
instituto santa maria/ chillan,-36.6037628,-72.1042234
orchard college/ curico,-34.9913319,-71.2101111
santo domingo de guzman/ valparaiso,-32.4496217,-71.2309075
san jose de lampa/ lampa,-33.3669654,-70.8483162
liceo hum. cientifico jose de la cruz miranda/ cañete,,
hans christian andersen/ san fernando,-34.5835245,-70.9828921
san cristobal college/ san miguel,-33.4954363,-70.6523701
liceo vicente alberto palacios/ tome,-36.6135799,-72.956272
instituto santa maria/ antofagasta,-23.6526706,-70.3951039
aleman/ villarrica,-39.2957502,-72.1783796
centro ed. de ad./ cerro navia,,
victoria prieto/ santiago,-33.4450775,-70.6754573
lirima/ iquique,-20.2764029,-70.1264521
san jose/angol,,
saint johns school/ san pedro de la paz,,
concepcion chiguayante/ chiguayante,-36.8686201,-73.042357
antonio rendic/ antofagasta,-23.6257774,-70.3816151
eagles college/ iquique,-20.2552835,-70.1324216
instituto tecnologico del sur/ valdivia,-39.8246813,-73.2107066
amalia errazuriz / ovalle,-30.6120227,-71.2171241
pumanque/ puerto montt,-41.4493825,-72.9025315
liceo parroquial san antonio/ viña del mar,-32.997976,-71.5144593
de adultos galileo/ ovalle,-30.6023229,-71.1956921
antonio varas / vicuña,-30.0298686,-70.7081999
liceo andres sabella/ antofagasta,-23.675776,-70.410366
teresiano padre enrique/ nacimiento,-37.4974222,-72.6820587
santa teresita del niño jesus/ santiago,-33.7912303,-71.2536615
c.e.i.a. santa/ coquimbo,,
escuela basica nº312 molokai/ cerro navia,,
merryland/ puente alto,-33.5649717,-70.5667424
barros borgono/santiago,-33.4669356,-70.6492509
cervantes/ la serena,-29.9224382,-71.2047672
tecnico profes. los acacios/ concepcion,,
liceo galvarino riveros cardenas/ castro,-42.4844541,-73.7643292
chuquicamata / calama,-22.3171446,-68.9303083
instituto monseñor lecaros/coltauco,-34.2917477,-71.0820496
saint dominic/ viña del mar,-33.0172139,-71.5481822
municipal instituto chacabuco/ colina,-33.2071592,-70.6725347
santa maria de la providencia/ renca,-33.4117215,-70.6899395
complejo educ./ maipu,,
liceo austral lord cochrane/ cochrane,-47.2510764,-72.5705136
colegio ingles mi mundo/ traiguen,-38.2520204,-72.6683103
liceo polivalente los guindos/ buin,-33.712761,-70.7217938
liceo zapallar/ curico,-34.9843725,-71.2145776
esc. santa joaquina de vedruna/ puente alto,,
liceo adventista/ punta arenas,-53.1387469,-70.8893765
liceo politecnico andes/ renca,-33.408735,-70.6958592
esc. particular rosario concha/ la florida,,
bernadette college /la florida,-33.5507604,-70.5941711
san jorge/ arica,-18.4363479,-70.2921388
corazon de maria/ antofagasta,-23.6576915,-70.3969265
creacion la araucana/ puerto montt,,
le monde/ la florida,-33.5506319,-70.588903
american college / san miguel,-33.4876724,-70.6514467
liceo pablo neruda/ temuco,-38.7315308,-72.5914539
continental/ curanilahue,-37.473867,-73.3437529
gabriela mistral/ san bernardo,-33.5906049,-70.6957021
betsabe hormazabal /san miguel,,
seminario conciliar/ la serena,-29.9049843,-71.2426067
complejo educ. jose miguel carrera/ quilicura,,
liceo comercial molina lavin/ quinta normal,-33.4302682,-70.7088861
champagnat / villa alemana,-33.0661915,-71.362991
san jose/ san bernardo,-33.6015573,-70.6885787
nacional/ villa alemana,,
geronimo rendic/ la serena,-29.9234511,-71.2578771
liceo polivalente/ dalcahue,-42.3765181,-73.6542521
albert einstein / la serena,-29.9283817,-71.2568622
adventista santiago norte/ conchali,-33.3713444,-70.6906692
cecap. francisco bilbao/ san antonio,,
the giant school/ antofagasta,-23.6491137,-70.399504
liceo santa marta/ vallenar,-28.5762706,-70.7551484
liceo antonio samore/ santa barbara,-37.6654461,-72.0324034
colegio santo domingo savio/ alto hospicio,-20.264516,-70.0988779
albamar /viña del mar,-33.0170616,-71.5581189
esperanza/ quilpue,-33.0570593,-71.4362549
esc. dario salas/ puerto montt,,
centro educ. salesianos/ talca,,
san marcos/ curico,-34.9863446,-71.1792209
blas pascal school / osorno,-40.5774947,-73.1348534
liceo luis cruz martinez/ calama,-22.4551618,-68.9268004
francisco de asis/ pinto,-36.7043271,-71.8907056
liceo federico varela/ chañaral,-26.3459043,-70.6160176
esc. basica san gennaro/ paine,,
seminario padre hurtado de chillan/ chillan,,
esc. basica republica de ecuador/ tome,,
san francisco de asis/ angol,-37.7954046,-72.7157083
almondale lomas/ concepcion,-36.7753402,-73.0437986
escuela particular madre admirable/temuco,,
liceo santa teresita/ talca,-35.4290409,-71.6609483
san ramon nonato/ curico,,
liceo politecnico san joaquin,-33.483576,-70.6404744
saint louis school/ tiltil,-33.1664713,-70.7906105
liceo coronel antonio salamanca/ coronel,-37.0278758,-73.1470762
santa eufrasia/ concepcion,-36.8154645,-73.0386808
liceo comercial b-72/ estacion central,,
liceo carmela carvajal de prat/ osorno,-40.5758288,-73.1272074
liceo cient. hum. benjamin vicuña mackenna/ puerto montt,,
complejo educ. esperanza/ macul,,
north college/ iquique,,
sagrado corazon de jesus/ quinta de tilcoco,-34.352801,-70.9632191
providencia/ parral,-36.1444769,-71.8248452
liceo politecnico heroes de la concepcion/ laja,,
liceo enrique molina garmendia/ concepcion,-36.8312411,-73.0473983
santa maria de belen/ coquimbo,-29.9844174,-71.345343
tecnico industrial don bosco/ antofagasta,-23.5764617,-70.3828884
san nicolas/ calama,-22.4376186,-68.9121806
montessori/ la serena,,
san mateo/ osorno,-40.5896535,-73.1720827
colegio saint joan college/ santa juana,-37.1827983,-72.9428778
britanico the british school/ punta arenas,-53.1600689,-70.9118582
juan pablo ii/ calama,-22.4465972,-68.923422
instituto linares/ linares,-35.8459741,-71.5951822
san luis de alba/ valdivia,-39.8449538,-73.2834948
andres bello/ rancagua,-34.1747837,-70.7204006
san francisco javier/ puerto montt,-41.4856432,-72.8919369
valles del maipo / san bernardo,-33.6127949,-70.6987943
cardenal antonio samore / arica,-18.4914502,-70.2837075
san esteban de las viscacha/ puente alto,,
aleman de concepcion/ san pedro de la paz,,
polivalente patricio mekis/ padre hurtado,,
patricio mekis/ maipu,-33.4962567,-70.7375449
el salvador/ san vicente,-34.4753107,-71.0815361
san marcos/ arica,-18.4813531,-70.3186659
pasion de jesus/ limache,-32.9832524,-71.2787593
liceo profesional abdon cifuentes/ santiago,-33.4476097,-70.6575225
oxford/ maipu,,
esc. poeta pablo neruda/ lo prado,,
concepcion/ los angeles,-37.4704697,-72.3692101
